Eredmény,A.h.,Er.h.,Csapat,Típus,Helyszín,Dátum
51.25,-,60,Szolnoki SC-SI A,H1,Kecskemét (HUN),2022.5.07
51.26,29,61,NYSC,F1,Kecskemét (HUN),2022.5.07
51.39,-,62,Ikarus BSE,H2,Kecskemét (HUN),2022.5.07
51.4,-,63,Győri Atlétikai Club,F1,Győr (HUN),2022.5.14
51.42,-,64,Győri Atlétikai Club - A csapat,H1,Kecskemét (HUN),2022.5.07
51.47,-,65,Győri Atlétikai Club,H1,Kecskemét (HUN),2022.5.07
51.48,-,66,Győri Atlétikai Club,F1,Kecskemét (HUN),2022.5.07
51.49,30,67,Békéscsabai AC,F2,Miskolc (HUN),2022.5.14
51.56,31,68,PVSK,F1,Győr (HUN),2022.5.14
51.67,-,69,Győri Atlétikai Club,F1,Kecskemét (HUN),2022.5.07
51.69,32,70,ARAK UP Akadémia A,F1,Debrecen (HUN),2022.9.17
51.71,33,71,Győri Atlétikai Club - B csapat,H2,Kecskemét (HUN),2022.5.07
51.82,34,72,KSI SE,F1,Kecskemét (HUN),2022.5.07
51.83,-,73,KSI SE,H1,Kecskemét (HUN),2022.5.07
51.9,-,74,Győri Atlétikai Club - B csapat,F1,Kecskemét (HUN),2022.5.07
51.96,-,75,UTE,F1,Debrecen (HUN),2022.9.17
52.05,-,76,Győri Atlétikai Club,F1,Debrecen (HUN),2022.9.17
52.46,35,77,VEDAC,H1,Kecskemét (HUN),2022.5.07
52.48,-,78,Győri Atlétikai Club,H1,Kecskemét (HUN),2022.5.07
52.55,36,79,"SVSE ""A""",H1,Kecskemét (HUN),2022.5.07
52.57,-,80,VEDAC,F1,Kecskemét (HUN),2022.5.07
52.64,37,81,Csepeli DAC,F1,Kecskemét (HUN),2022.5.07
52.88,38,82,TFSE,F1,Győr (HUN),2022.5.14
52.98,-,83,MATE - GEAC,F1,Kecskemét (HUN),2022.5.07
53.03,-,84,Győri Atlétikai Club,F1,Kecskemét (HUN),2022.5.07
53.03,39,84,Keszthely VDSE,F2,Győr (HUN),2022.5.14
53.13,-,86,ARAK UP Akadémia,F1,Kecskemét (HUN),2022.5.07
53.17,-,87,ARAK UP Akadémia,H3,Kecskemét (HUN),2022.5.07
53.3,-,88,UTE,H1,Kecskemét (HUN),2022.5.07
53.47,-,89,Szolnoki SC-SI A,F1,Kecskemét (HUN),2022.5.07
53.58,-,90,MATE - GEAC,H2,Kecskemét (HUN),2022.5.07
53.71,40,91,Szolnoki SC-SI B,H2,Kecskemét (HUN),2022.5.07
53.72,-,92,Csepeli DAC,H2,Kecskemét (HUN),2022.5.07
53.89,-,93,Szolnoki SC-SI A,H3,Kecskemét (HUN),2022.5.07
53.99,-,94,"BHSE ""A""",F2,Debrecen (HUN),2022.9.17
54.2,-,95,NYSC,F1,Kecskemét (HUN),2022.5.07
54.3,-,96,NYSC,H1,Kecskemét (HUN),2022.5.07
54.31,41,97,KARC,F1,Kecskemét (HUN),2022.5.07
54.42,-,98,KARC,H2,Kecskemét (HUN),2022.5.07
54.83,42,99,SFAC,H1,Kecskemét (HUN),2022.5.07
54.93,43,100,Szombathelyi SI B,H2,Kecskemét (HUN),2022.5.07
55.27,-,101,MATE - GEAC,F2,Miskolc (HUN),2022.5.14
55.37,44,102,KASI,H3,Kecskemét (HUN),2022.5.07
55.47,45,103,Veresegyház VSK,H2,Kecskemét (HUN),2022.5.07
55.48,-,104,Ikarus BSE,H1,Kecskemét (HUN),2022.5.07
55.61,-,105,ZALASZÁM-ZAC,H3,Kecskemét (HUN),2022.5.07
55.7,-,106,SFAC,F1,Kecskemét (HUN),2022.5.07
55.8,46,107,Szombathelyi SI,H1,Kecskemét (HUN),2022.5.07
55.92,-,108,SVSE,H2,Kecskemét (HUN),2022.5.07
56.09,47,109,Viadukt SE,H3,Kecskemét (HUN),2022.5.07
56.2,-,110,Szolnoki SC-SI A,F1,Szolnok (HUN),2022.4.23
56.53,-,111,Szolnoki SC-SI B,H3,Kecskemét (HUN),2022.5.07
56.8,-,112,Szolnoki SC-SI B,F1,Szolnok (HUN),2022.4.23
56.87,48,113,"SVSE ""B""",H2,Kecskemét (HUN),2022.5.07
56.92,49,114,POSTÁS SE,F1,Miskolc (HUN),2022.5.14
57.37,50,115,"KARC""B""",H3,Kecskemét (HUN),2022.5.07
57.76,51,116,Albertirsai SE,F1,Miskolc (HUN),2022.5.14
58.34,-,117,BHSE,F1,Kecskemét (HUN),2022.5.07
59.53,52,118,TSC-Geotech B,H1,Kecskemét (HUN),2022.5.07
59.88,53,119,Szolnoki SC-SI C,H2,Kecskemét (HUN),2022.5.07
59.98,54,120,Csömöri havasok,F2,Miskolc (HUN),2022.5.14
60.1,55,121,Szolnoki SC-SI,F1,Szolnok (HUN),2022.4.23
62.31,56,122,ELTE SE Sashegyi gepárdok,F2,Miskolc (HUN),2022.5.14
43.58,1,1,HUN A,F1,Budapest (HUN),2023.5.2
44.12,2,2,HUN B,F1,Budapest (HUN),2023.5.2
45.5,3,3,BHSE “A”,F2,Budapest (HUN),2023.9.09
45.61,4,4,MATE - GEAC,F1,Kecskemét (HUN),2023.9.02
46.06,5,5,BHSE,F1,Kecskemét (HUN),2023.9.02
46.73,6,6,HUN U18,F1,Budapest (HUN),2023.5.2
47.32,7,7,FTC A,F2,Budapest (HUN),2023.9.09
47.83,8,8,TSC-Geotech,F1,Budapest (HUN),2023.5.07
47.91,-,9,TSC-Geotech,H1,Budapest (HUN),2023.5.07
48.08,-,10,TSC-Geotech,F1,Budapest (HUN),2023.7.07
48.2,9,11,BHSE “B”,F1,Budapest (HUN),2023.9.09
48.27,10,12,"MTK Budapest ""A""",F1,Budapest (HUN),2023.9.09
48.32,11,13,ARAK UP Akadémia,F1,Budapest (HUN),2023.7.07
48.75,12,14,MTK Budapest,F1,Budapest (HUN),2023.5.07
48.76,-,15,MTK Budapest,H2,Budapest (HUN),2023.5.07
48.76,-,16,ARAK UP Akadémia,F1,Kecskemét (HUN),2023.9.02
48.78,-,17,ARAK UP Akadémia,F1,Budapest (HUN),2023.5.07
49.0,-,18,ARAK UP Akadémia,H2,Budapest (HUN),2023.5.07
49.16,-,19,MATE - GEAC,F2,Budapest (HUN),2023.9.09
49.27,13,20,SVSE,F1,Budapest (HUN),2023.5.07
49.27,13,20,DSC-SI,F1,Budapest (HUN),2023.7.07
49.35,-,22,MATE - GEAC,F1,Budapest (HUN),2023.5.07
49.41,15,23,UTE,F1,Budapest (HUN),2023.5.07
49.49,16,24,Vasas A,F2,Budapest (HUN),2023.9.09
49.5,-,25,SVSE,H2,Budapest (HUN),2023.5.07
49.52,17,26,"Ikarus BSE ""A""",F1,Budapest (HUN),2023.5.07
49.66,18,27,DVTK A,F2,Budapest (HUN),2023.9.09
49.68,-,28,UTE,H1,Budapest (HUN),2023.5.07
49.74,-,29,DSC-SI,F1,Budapest (HUN),2023.9.09
49.89,-,30,"Ikarus BSE ""A""",H2,Budapest (HUN),2023.5.07
49.92,-,31,MATE - GEAC,H1,Budapest (HUN),2023.5.07
49.97,19,32,Ikarus BSE,F1,Budapest (HUN),2023.7.07
50.05,20,33,FTC B,F1,Budapest (HUN),2023.9.09
50.15,21,34,Viadukt SE_A,H1,Budapest (HUN),2023.5.07
50.26,22,35,Haladás VSE “A”,F1,Budapest (HUN),2023.5.07
50.36,23,36,ZALASZÁM-ZAC,F1,Budapest (HUN),2023.9.09
50.43,24,37,Kőszegi Lóránt FC,F2,Budapest (HUN),2023.7.07
50.45,25,38,Győri Atlétikai Club,H2,Budapest (HUN),2023.5.07
50.55,26,39,Vasas,F2,Budapest (HUN),2023.7.07
50.6,27,40,ZALASZÁM-ZAC U20-U18,F1,Zalaegerszeg (HUN),2023.6.1
50.61,-,41,UTE,F1,Budapest (HUN),2023.7.07
50.63,-,42,Haladás VSE “A”,H2,Budapest (HUN),2023.5.07
50.65,-,43,Győri Atlétikai Club,F1,Budapest (HUN),2023.5.07
50.69,-,44,Ikarus BSE,H1,Budapest (HUN),2023.5.07
50.7,-,45,Győri Atlétikai Club,H1,Budapest (HUN),2023.5.07
50.72,-,46,Győri Atlétikai Club,F1,Budapest (HUN),2023.7.07
50.77,-,47,Viadukt SE_A,F1,Budapest (HUN),2023.5.07
50.81,28,48,FTC,F1,Kecskemét (HUN),2023.9.02
50.84,29,49,NYSC,F1,Budapest (HUN),2023.5.07
50.91,-,50,NYSC,H1,Budapest (HUN),2023.5.07
50.94,-,51,BHSE,F1,Budapest (HUN),2023.5.07
50.94,-,51,BHSE,H1,Budapest (HUN),2023.5.07
50.94,30,51,Vasas B,F1,Budapest (HUN),2023.9.09
50.96,-,54,TSC-Geotech,H2,Budapest (HUN),2023.5.07
51.04,-,55,ARAK UP Akadémia,H2,Budapest (HUN),2023.5.07
51.08,-,56,TSC-Geotech,F1,Budapest (HUN),2023.5.07
51.16,31,57,Szekszárdi Sportközpont,F2,Budapest (HUN),2023.7.07
51.2,-,58,Győri Atlétikai Club,F1,Budapest (HUN),2023.5.07
51.25,-,59,ARAK UP Akadémia,F1,Budapest (HUN),2023.5.07
51.31,32,60,Szolnoki SC-SI,H1,Budapest (HUN),2023.5.07
51.38,33,61,SMAFC,F2,Budapest (HUN),2023.7.07
51.46,-,62,UTE,F1,Budapest (HUN),2023.9.09
51.48,-,63,SVSE,F2,Budapest (HUN),2023.9.09
51.51,34,64,Ikarus BSE B,F1,Budapest (HUN),2023.9.09
51.59,-,65,Ikarus BSE,F1,Kecskemét (HUN),2023.9.02
51.72,-,66,Szolnoki SC-SI,H2,Budapest (HUN),2023.5.07
51.77,35,67,Ikarus BSE A,F2,Budapest (HUN),2023.9.09
52.39,36,68,Csepeli DAC,H1,Budapest (HUN),2023.5.07
52.83,37,69,ZALASZÁM-ZAC U18-U14,F1,Zalaegerszeg (HUN),2023.6.1
52.87,38,70,Békési DAC,F1,Budapest (HUN),2023.9.09
53.21,39,71,Békéscsabai AC,F2,Budapest (HUN),2023.9.09
53.49,-,72,Szekszárdi Sportközpont,F1,Budapest (HUN),2023.9.09
53.57,40,73,Salgótarjáni AC,F1,Budapest (HUN),2023.9.09
53.86,41,74,Haladás VSE,F1,Budapest (HUN),2023.9.09
53.97,42,75,AC Bonyhád,F1,Budapest (HUN),2023.9.09
54.18,-,76,UTE,H1,Budapest (HUN),2023.5.07
54.31,43,77,Szolnoki SC-SI B,H2,Budapest (HUN),2023.5.07
54.34,44,78,Haladás VSE “B”,H1,Budapest (HUN),2023.5.07
54.52,-,79,Salgótarjáni AC,F2,Budapest (HUN),2023.7.07
54.59,45,80,Keszthely VDSE,F1,Budapest (HUN),2023.9.09
54.99,46,81,Margitszigeti AC,F1,Budapest (HUN),2023.9.09
55.17,47,82,DVTK B,F1,Budapest (HUN),2023.9.09
55.79,-,83,MTK Budapest,H2,Budapest (HUN),2023.5.07
55.8,48,84,Csömör,F1,Budapest (HUN),2023.9.09
55.82,49,85,VSD,F1,Budapest (HUN),2023.9.09
56.29,50,86,TFSE,F1,Budapest (HUN),2023.9.09
56.82,51,87,Albertirsai SE,F1,Budapest (HUN),2023.9.09
57.11,52,88,KASI,H1,Budapest (HUN),2023.5.07
57.16,53,89,FTC-KARC-Margitszigeti AC,F1,Budapest (HUN),2023.9.17
58.26,54,90,POSTÁS SE,F1,Budapest (HUN),2023.9.09
62.46,-,91,BHSE,F1,Győr (HUN),2023.6.24
45.08,1,1,FTC,F1,Budapest (HUN),2024.6.29
46.44,2,2,TSC-Geotech,F1,Kaposvár (HUN),2024.5.18
46.95,-,3,TSC-Geotech,H1,Kaposvár (HUN),2024.5.18
48.11,3,4,DSC-SI,F1,Kaposvár (HUN),2024.5.18
48.2,4,5,UTE,F1,Kaposvár (HUN),2024.5.18
48.24,-,6,DSC-SI,H1,Kaposvár (HUN),2024.5.18
48.38,-,7,A-Plast Ikarus BSE,F1,Kaposvár (HUN),2024.5.18
48.38,5,7,A-Plast Ikarus BSE,F1,Kaposvár (HUN),2024.5.18
48.5,-,9,A-Plast Ikarus BSE,H1,Kaposvár (HUN),2024.5.18
48.64,6,10,Haladás VSE A,F1,Kaposvár (HUN),2024.5.18
48.84,7,11,ARAK,F1,Kaposvár (HUN),2024.5.18
48.97,8,12,MATE - GEAC,F1,Kaposvár (HUN),2024.5.18
48.98,-,13,Haladás VSE A,H1,Kaposvár (HUN),2024.5.18
49.36,9,14,Miskolci Sportiskola,F1,Kaposvár (HUN),2024.5.18
49.5,10,15,Győri Atlétikai Club,H1,Kaposvár (HUN),2024.5.18
49.59,11,16,Szombathelyi SI A,F1,Kaposvár (HUN),2024.5.18
49.68,-,17,MATE - GEAC,H2,Kaposvár (HUN),2024.5.18
49.73,12,18,Szolnoki SC-SI,F1,Kaposvár (HUN),2024.5.18
49.82,-,19,Győri Atlétikai Club,F1,Kaposvár (HUN),2024.5.18
49.86,-,20,FTC,F1,Szolnok (HUN),2024.7.27
49.87,13,21,ZALASZÁM-ZAC,F1,Budapest (HUN),2024.6.29
49.98,-,22,Miskolci Sportiskola,H1,Kaposvár (HUN),2024.5.18
50.02,14,23,Csepel TC,F1,Kaposvár (HUN),2024.5.18
50.04,-,24,Szolnoki SC-SI,H2,Kaposvár (HUN),2024.5.18
50.11,-,25,Győri Atlétikai Club,F1,Kaposvár (HUN),2024.5.18
50.15,-,26,Szombathelyi SI A,H1,Kaposvár (HUN),2024.5.18
50.4,-,27,Szolnoki SC-SI,F1,Kaposvár (HUN),2024.5.18
50.47,-,28,Csepel TC,H2,Kaposvár (HUN),2024.5.18
50.61,-,29,Szolnoki SC-SI,H1,Kaposvár (HUN),2024.5.18
50.69,-,30,Győri Atlétikai Club,F1,Kaposvár (HUN),2024.5.18
50.72,-,31,Győri Atlétikai Club,H2,Kaposvár (HUN),2024.5.18
50.76,15,32,KASI,F1,Kaposvár (HUN),2024.5.18
50.86,-,33,ZALASZÁM-ZAC,F1,Kaposvár (HUN),2024.5.18
51.09,-,34,KASI,H1,Kaposvár (HUN),2024.5.18
51.13,-,35,ARAK,F1,Kaposvár (HUN),2024.5.18
51.14,16,36,Haladás VSE B,H2,Kaposvár (HUN),2024.5.18
51.24,-,37,ARAK,H2,Kaposvár (HUN),2024.5.18
51.45,-,38,MATE - GEAC,F1,Kaposvár (HUN),2024.5.18
51.71,-,39,ZALASZÁM-ZAC,H2,Kaposvár (HUN),2024.5.18
51.77,-,40,ZALASZÁM-ZAC,F1,Kaposvár (HUN),2024.5.18
51.93,-,41,MATE - GEAC,H1,Kaposvár (HUN),2024.5.18
51.98,-,42,A-Plast Ikarus BSE,H2,Kaposvár (HUN),2024.5.18
52.32,-,43,ZALASZÁM-ZAC,F1,Zalaegerszeg (HUN),2024.6.07
52.35,17,44,AC Bonyhád,F1,Zalaegerszeg (HUN),2024.6.07
52.51,-,45,ZALASZÁM-ZAC,F1,Szolnok (HUN),2024.7.27
52.54,-,46,TSC-Geotech,H1,Kaposvár (HUN),2024.5.18
53.21,18,47,TFSE,F1,Szolnok (HUN),2024.7.27
53.52,-,48,UTE,H2,Kaposvár (HUN),2024.5.18
53.78,19,49,RKSK,H2,Kaposvár (HUN),2024.5.18
55.37,20,50,Szombathelyi SI B,H2,Kaposvár (HUN),2024.5.18
