Eredmény,Szél,A.h.,Er.h.,Atléta,Szül,Klub,Típus,Helyszín,Dátum
10.25,0.0,-,160,Mosonyi Dorka,7,MTK Budapest,F1,Nyíregyháza (HUN),2024.2.24
10.22,+1.5,-,161,Kerezsi Judit,4,KARC,F1,Szolnok (HUN),2024.7.27
10.21,0.0,-,162,Mosonyi Dorka,7,MTK Budapest,F1,Budapest (HUN),2024.2.04
10.18,-0.9,-,163,Mosonyi Dorka,7,MTK Budapest,F1,Székesfehérvár (HUN),2024.6.15
10.16,+1.1,44,164,Dóczi Csenge,4,KSI SE,F,Veszprém (HUN),2024.5.12
10.15,+1.7,45,165,Horváth Katalin,6,ARAK,F1,Székesfehérvár (HUN),2024.6.14
10.12,+1.2,46,166,Kupi Vanda,4,RKSK,F1,Szolnok (HUN),2024.7.27
10.07,+1.3,-,167,Horváth Katalin,6,ARAK,F1,Szolnok (HUN),2024.7.27
10.01,+0.8,-,168,Dóczi Csenge,4,KSI SE,F1,Szolnok (HUN),2024.7.27
10.0,+0.7,-,169,Tóth Lilien,8,TSC-Geotech,F1,Tatabánya (HUN),2024.8.23
9.98,-0.5,47,170,Ősze Luca,7,SMAFC,F1,Székesfehérvár (HUN),2024.6.15
9.95,+0.6,48,171,Teremi Panna,6,NYSC,F1,Nyíregyháza (HUN),2024.6.09
9.92,0.0,49,172,Tromposch Flóra,7,Győri Atlétikai Club,F1,Budapest (HUN),2024.1.28
9.91,0.0,-,173,Teremi Panna,6,NYSC,F1,Nyíregyháza (HUN),2024.1.27
9.87,0.0,-,174,Kupi Vanda,4,RKSK,F1,Budapest (HUN),2024.5.12
9.76,0.0,-,175,Teremi Panna,6,NYSC,F1,Nyíregyháza (HUN),2024.1.2
9.75,+0.7,-,176,Teremi Panna,6,NYSC,F1,Szolnok (HUN),2024.7.27
9.67,+0.6,-,177,Kupi Vanda,4,RKSK,F1,Budapest (HUN),2024.6.02
9.63,+0.7,-,178,Kupi Vanda,4,RKSK,F1,Budapest (HUN),2024.7.13
7.89,NWI,50,179,Rákosy Mónika,75,MTK Budapest,F1,Budapest (HUN),2024.3.02
7.82,NWI,51,180,Volosinovszki Zoltánné,62,Gyulasport Nonprofit Kft.,F1,Budapest (HUN),2024.3.02
